noodle substitute,noodle pudding,0.4999999999999999
danish cherry liqueur,"crisp, cherry",0.40824829046386296
monkfish,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
none,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
sour apple hard candy,hard candy,0.7071067811865475
mini filo shells,"stuffed shells, cheese-filled, no sauce",0.23570226039551587
pomegranate marinade,"pomegranate, raw",0.4999999999999999
campari tomatoes,"tomatoes, scalloped",0.4999999999999999
cheese ravioli,"ravioli, cheese-filled, no sauce",0.6324555320336759
italian bulk sausage,italian sausage,0.8164965809277259
top round beef,beef goulash,0.40824829046386296
sweet potato baby food,"apple-sweet potato juice, baby food",0.8164965809277261
cheese icing,"cheese, processed cheese food",0.5773502691896258
from 3 large limes,"hamburger, from fast food, 1 large patty",0.3779644730092272
tri tip,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
rice-shaped pasta,flavored rice and pasta mixture,0.5163977794943222
hanger steak,steak sauce,0.4999999999999999
lychee juice,lychee,0.7071067811865475
italian eggplants,italian ice,0.4999999999999999
pork mousse pate,mousse,0.5773502691896258
oil-cured moroccan olives,"olives, stuffed",0.35355339059327373
roasted macadamia nuts,macadamia nuts,0.8164965809277259
sausage roll,pickled sausage,0.4999999999999999
purevanilla extract,yeast extract spread,0.40824829046386296
hero rolls,pizza rolls,0.4999999999999999
tamarind syrup,tamarind,0.7071067811865475
frissee,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
grand caramel delight,100 grand bar,0.33333333333333337
buttermilk blue cheese,"cheese, blue or roquefort",0.5773502691896258
poundsrusset potatoes,stewed potatoes,0.4999999999999999
sanding sugar,sugar substitute and sugar blend,0.5345224838248487
matcha powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
silverskin,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
cashew milk,"milk, human",0.4999999999999999
thai jasmine rice,rice croquette,0.40824829046386296
orange or lemon juice,"lemon juice, 100%, canned or bottled",0.6123724356957946
southwest chipotle seasoning,"chipotle dip, regular",0.33333333333333337
"""confectioners powdered sugar""","doughnut, cake type, powdered sugar",0.5163977794943222
macaroni and cheese dinner,beef and macaroni with cheese sauce,0.6123724356957946
home-style egg,"meatball soup, home recipe, mexican style",0.47140452079103173
rotini,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
plain panko breadcrumbs,"dumpling, plain",0.40824829046386296
carbonated water,"carbonated water, sweetened",0.8164965809277259
essence,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
cream of chicken soup,"soup, cream of, nfs",0.75
moroccan spice mix,"snack mix, plain (chex mix)",0.4364357804719848
kasha,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
veal fillets,veal scallopini,0.4999999999999999
citronette dressing,sesame dressing,0.4999999999999999
beef chuck roast,roast beef sandwich,0.6666666666666667
nicoise olives,"olives, stuffed",0.4999999999999999
tomatillo-horseradish sauce,horseradish sauce,0.8164965809277259
gala or honeycrisp apples,"cabbage salad or coleslaw with apples and/or raisins, with dressing",0.3872983346207417
baileys original irish cream,"cream, light",0.35355339059327373
vitamin c powder,"cranberry juice drink, with high vitamin c",0.4364357804719848
rum raisin ice cream,"ice cream, nfs",0.5773502691896258
pasilla chile powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
parchment,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
garlic and butter croutons,peanut butter and jelly,0.5
jelly,"jelly sandwich, regular jelly, nfs",0.7559289460184544
orechiette pasta,flavored pasta,0.4999999999999999
warm farro salad,seafood salad,0.40824829046386296
benedictine liqueur,cordial or liqueur,0.40824829046386296
russet potato,"gnocchi, potato",0.4999999999999999
plate garnish,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
lotus leaves,"taro leaves, cooked",0.40824829046386296
dry-active yeast,yeast,0.5773502691896258
whole-grain dinner rolls,"muffin, whole grain",0.5773502691896258
chuck/stew beef,"beef stew, baby food, toddler",0.5163977794943222
stewing meat,"meat, nfs",0.4999999999999999
seasoned rice vinegar,vinegar,0.5773502691896258
sunflower seed butter,"butter, nfs",0.40824829046386296
spiral ham,"ham, prosciutto",0.4999999999999999
chessman cookies,"cookies, puerto rican style",0.35355339059327373
dry massala spice mix,"potato, scalloped, from dry mix",0.4472135954999579
spinach-and-cheese ravioli,"ravioli, cheese and spinach-filled, no sauce",0.7559289460184544
turkey giblets,"turkey, nfs",0.4999999999999999
creamy caesar dressing,caesar dressing,0.8164965809277259
pillsbury® refrigerated crescent dinner rolls,pizza rolls,0.31622776601683794
amber,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
long-grain rice,rice croquette,0.40824829046386296
sicilian oil-cured,flaxseed oil,0.40824829046386296
round country bread,"bread, zucchini",0.40824829046386296
sourdough breadcrumbs,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
fine salt,"salt pork, cooked",0.40824829046386296
cabbage sauerkraut,sauerkraut,0.7071067811865475
cream of asparagus soup,"asparagus soup, cream of, prepared with water",0.7559289460184544
smoked tomato vinaigrette,"salmon, smoked",0.40824829046386296
cooked ham,"ham, fresh, cooked, lean only eaten",0.5773502691896258
bourbon,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
sprig dried thyme,"papaya, dried",0.40824829046386296
bloody marys,bloody mary,0.4999999999999999
italian herb seasoning,italian ice,0.40824829046386296
whole snap peas,wasabi peas,0.40824829046386296
spinach fettuccine,spinach soup,0.4999999999999999
premier white morsels,"icing, white",0.40824829046386296
creole spice blend,"cheese, mexican blend",0.33333333333333337
blueberry vodka,vodka,0.7071067811865475
vanilla fudge sandwich cookies,"fudge, vanilla",0.7071067811865475
wild king salmon,"salmon, smoked",0.40824829046386296
bistro sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
tuaca liqueur,cordial or liqueur,0.40824829046386296
julienned snap peas,wasabi peas,0.40824829046386296
chocolate fudge,"fudge, chocolate",0.9999999999999998
curry seasoning,lentil curry,0.4999999999999999
raspberry topping,"topping, marshmallow",0.4999999999999999
wide rice noodles,"rice noodles, cooked",0.6666666666666667
jalapeno chili,nachos with chili,0.40824829046386296
ipa,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
sand dab,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
heavy pot,"cream, heavy",0.4999999999999999
from the drippings,"lentils, from canned",0.33333333333333337
barolo,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
apple-smoked bacon,"pork bacon, smoked or cured, cooked",0.47140452079103173
ice cube,italian ice,0.4999999999999999
raw peanuts,"leek, raw",0.4999999999999999
whole wheat couscous,"muffin, whole wheat",0.6666666666666667
tomato,tomato aspic,0.7071067811865475
sandwich/sub rolls,pork sandwich,0.40824829046386296
beerbit sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
asian egg noodles,"beef and egg noodles, baby food, strained",0.4364357804719848
firm baking apples,"apples, baby food, toddler",0.2886751345948129
caramel bananas,"caramel dip, regular",0.40824829046386296
spicy pasta sauce,"pasta with sauce, nfs",0.5773502691896258
california avocado,avocado dressing,0.4999999999999999
rum,rum,1.0
veggie chili,nachos with chili,0.40824829046386296
turkey pepperoni,"turkey, nfs",0.4999999999999999
shiso leaves,"taro leaves, cooked",0.40824829046386296
from pickled okra,"okra, pickled",0.8164965809277259
tuna packed in olive oil,olive oil,0.6324555320336759
raspberry vodka,vodka,0.7071067811865475
townhouse flip-sides,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
yucca root,"ginger root, pickled",0.40824829046386296
white country bread,"bread, white",0.8164965809277259
sunchokes,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
tic tacs,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
maldon salt,"salt pork, cooked",0.40824829046386296
gel paste,guava paste,0.4999999999999999
usukuchi soy sauce,soy sauce,0.8164965809277259
one part chai tea concentrate,"tea, hot, chai, with milk",0.3999999999999999
peanut praline,peanut brittle,0.4999999999999999
kitchen string,"yellow string beans, cooked",0.35355339059327373
cornishon,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
made from my recipe,"cornbread, made from home recipe",0.6708203932499369
banana-nut muffins,cereal (general mills cheerios banana nut),0.47140452079103173
recipe filling,cherry pie filling,0.40824829046386296
buttermilk-chive dressing,sesame dressing,0.40824829046386296
thyme leaf,"tea, hot, leaf, oolong",0.35355339059327373
beef tenderloin tips,beef goulash,0.40824829046386296
chicken drumettes,"chicken, chicken roll, roasted",0.5773502691896258
chipotle cream,"cream, light",0.4999999999999999
puffed pastry,"pastry, puff",0.4999999999999999
bake off biscuits,"cookie, rum ball, no bake",0.2581988897471611
japanese soy sauce,soy sauce,0.8164965809277259
kirsch liqueur,cordial or liqueur,0.40824829046386296
bbq cocktail sauce,cocktail sauce,0.8164965809277259
loaf white rustic bread,"bread, white",0.7071067811865475
texas toast,anisette toast,0.4999999999999999
italian blend shredded cheese,"cheese, mexican blend",0.5773502691896258
macintosh apple,"crisp, apple, apple dessert",0.5773502691896258
dollop of sour cream,"sour cream, regular",0.5773502691896258
bakery bread,"bread, zucchini",0.4999999999999999
canned vegetable aisle,"vegetable beef soup, canned, prepared with milk",0.4364357804719848
from above stew,oyster stew,0.40824829046386296
swiss and american cheese,"cheese, american and swiss blends",0.8944271909999159
tropical infused absolut vodka,vodka,0.5
tart cherry preserves,"pie, cherry, individual size or tart",0.47140452079103173
tia maria,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
cucumber-infused gin,gin,0.5773502691896258
chilli powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
verjuice vinaigrette,"tortellini, cheese-filled, meatless, with vinaigrette dressing",0.26726124191242434
sour cherry preserve,"crisp, cherry",0.40824829046386296
buttermilk powder,"buttermilk, whole",0.4999999999999999
tuna packed in water,"sardines, skinless, boneless, packed in water",0.6123724356957946
brown rice cakes,beans and brown rice,0.5773502691896258
nonstick baking spray,"egg, whole, fried with cooking spray",0.23570226039551587
regular endive,"mayonnaise, regular",0.4999999999999999
szechuan seasoning,szechuan beef,0.4999999999999999
onion soup mix,"onion soup, made from dry mix",0.7071067811865476
carnaroli rice,rice croquette,0.4999999999999999
from 1 whole small pumpkin,"cheeseburger, from fast food, 1 small patty",0.5070925528371099
grey goose,"goose, wild, roasted",0.40824829046386296
peanut butter chips,peanut butter,0.8164965809277259
manicotti pasta tubes,flavored pasta,0.40824829046386296
candy cane pieces,"candy, nfs",0.40824829046386296
corn starch,"corn, raw",0.4999999999999999
pork spare ribs,pork sandwich,0.40824829046386296
bowls,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
phyllo triangles,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
bacon,bacon bits,0.7071067811865475
mirin rice wine,"wine, rice",0.8164965809277259
frozen puff pastry sheets,"pastry, puff",0.7071067811865475
tahini sesame paste,tahini,0.5773502691896258
licorice whip,licorice,0.7071067811865475
cheese pumpkin,"cheese, processed cheese food",0.5773502691896258
godiva cappuccino liqueur,"coffee, cappuccino",0.40824829046386296
pastel sanding sugars,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
chocolate truffle meatballs,"fudge, chocolate, chocolate-coated",0.47140452079103173
food color paste,guava paste,0.40824829046386296
mcintosh or macoun apples,"cabbage salad or coleslaw with apples and/or raisins, with dressing",0.3872983346207417
saffron yellow rice,"yellow rice, cooked, fat added",0.5163977794943222
a combination,"seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",0.29488391230979427
asadero,queso asadero,0.7071067811865475
whole-wheat tortillas,"muffin, whole wheat",0.6666666666666667
cooking wine,"wine, light",0.4999999999999999
turkey breakfast sausage,turkey or chicken sausage,0.5773502691896258
corn nibblets,"corn, raw",0.4999999999999999
whole-wheat croutons,"muffin, whole wheat",0.6666666666666667
thai pepper powder,pepper steak,0.40824829046386296
mudslide drink,energy drink,0.4999999999999999
hot cherry peppers,"hot peppers, cooked",0.6666666666666667
baked thin-crust pizza shell,"white pizza, cheese, thin crust",0.5999999999999999
decaf chocolate hazelnut tea bags,"topping, chocolate flavored hazelnut spread",0.3999999999999999
ginger cider,apple cider,0.4999999999999999
polish kielbasa sausage link,polish sausage,0.7071067811865475
daikon radishes,"daikon radish, cooked",0.40824829046386296
peanut butter cup candies,peanut butter,0.7071067811865475
english hothouse cucumber,"cucumber, cooked",0.40824829046386296
potato cakes,"gnocchi, potato",0.4999999999999999
loaf country style bread,"bread, lard, puerto rican style",0.4472135954999579
cocoa-sugar dusting,sugar substitute and sugar blend,0.4364357804719848
marjoram,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
complete pancake mix,"snack mix, plain (chex mix)",0.4364357804719848
crispy capers,"cereal, crispy rice",0.40824829046386296
halloween sprinkles,chocolate-flavored sprinkles,0.40824829046386296
classic bbq rub,"classic mixed vegetables, cooked, from restaurant",0.23570226039551587
from about 2 ears of corn,"corn, cooked, from restaurant",0.4082482904638631
granulated garlic powder,"garlic, cooked",0.40824829046386296
4-rib beef rib roast,roast beef sandwich,0.4364357804719848
refrigerated flaky dough sheet,"biscuit, from refrigerated dough",0.5
swanson® chicken broth,mexican style chicken broth soup stock,0.47140452079103173
vanilla sponge cake,"cake, sponge, chocolate",0.6666666666666667
jams,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
orange pork roast tacos,"stuffed pork roast, puerto rican style",0.4082482904638631
fried corn tortillas,"corn pone, fried",0.6666666666666667
polska kielbasa,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
rosemary simple syrup,simple syrup,0.8164965809277259
moroccan spice rub,"danish pastry, plain or spice",0.2581988897471611
spring mix,"snack mix, plain (chex mix)",0.5345224838248487
snicker bars,twix caramel cookie bars,0.35355339059327373
for the panna cotta,"gravy, for use with vegetables",0.22360679774997896
spicy ponzu,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
haddock fillets,"haddock, smoked",0.4999999999999999
sugar,sugar substitute and sugar blend,0.7559289460184544
cream frosting,"cream, light",0.4999999999999999
sea scallops,"scallops, coated, fried",0.40824829046386296
chocolate sandwiches,"fudge, chocolate, chocolate-coated",0.5773502691896258
birds-eye chiles,"chiles rellenos, cheese-filled",0.2886751345948129
cabbage and carrot mix,trail mix with nuts and fruit,0.4082482904638631
water,"water, bottled, flavored (propel water)",0.7559289460184544
celery rib,"celery, raw",0.4999999999999999
cranberry orange glaze,orange blossom,0.40824829046386296
cumin powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
egg tagliatelle,"egg, benedict",0.4999999999999999
orange butter,"butter, nfs",0.4999999999999999
limo pepper,pepper steak,0.4999999999999999
newburg sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
marshmallow ghosts,marshmallow,0.7071067811865475
bbq butter,"butter, nfs",0.4999999999999999
pie rounds,"pie, apple, fried pie",0.5773502691896258
hickory,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
tostadas,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
meatloaf gravy,"gravy, nfs",0.4999999999999999
bacon lardons,bacon bits,0.4999999999999999
red berries cereal,cereal (kellogg's special k red berries),0.6546536707079772
ipa beer,beer,0.7071067811865475
mini party franks,beans and franks,0.33333333333333337
from about 1/2 pineapple,"cheeseburger, from fast food, 1 small patty",0.33806170189140655
butter flavored shortening,"crackers, butter, flavored",0.6666666666666667
whole-wheat crackers and cheese sticks,"crackers, cheese, whole grain",0.6123724356957946
california walnuts,"sushi roll, california",0.40824829046386296
oiling the grill grates,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
pork stock,pork sandwich,0.4999999999999999
ginger gelato,"gelato, vanilla",0.4999999999999999
chihuhua cheese,"cheese, processed cheese food",0.5773502691896258
veal stew meat,vegetable stew without meat,0.5773502691896258
pineapple-coconut juice,"pineapple juice, 100%",0.6666666666666667
redfish,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
farm house,"pie, toll house chocolate chip",0.31622776601683794
canned cherry pie filling,cherry pie filling,0.8660254037844387
chinese plain or somen noodles,macaroni or noodles with cheese and chicken or turkey,0.40451991747794525
steak,steak sauce,0.7071067811865475
chanterelle mushrooms,fried mushrooms,0.4999999999999999
other quality caviar,"chicken ""wings"" with other sauces or seasoning, from other sources",0.33333333333333337
pork baby back ribs,"chicken, back",0.35355339059327373
frog legs,"frog legs, steamed",0.8164965809277259
virginia baked ham,"apple, baked",0.40824829046386296
israeli salad,seafood salad,0.4999999999999999
tuscan black cabbage,"bread, black",0.40824829046386296
microwave brownie batter,"popcorn, microwave, nfs",0.33333333333333337
steak sauce,steak sauce,0.9999999999999998
regular sour cream,"sour cream, regular",1.0000000000000002
mediterranean spice blend,"cheese, mexican blend",0.33333333333333337
from 1 medium size orange,"hamburger, from fast food, 1 medium patty",0.5070925528371099
corn cobs,"corn, raw",0.4999999999999999
french bread cubes,"bread, french or vienna",0.5773502691896258
striper fillets,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
hibiscus tea,"tea, hot, hibiscus",0.8164965809277259
pretzel crisp,"crisp, cherry",0.4999999999999999
carambola,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
soft flour tortilla,"tortilla, flour",0.8164965809277259
achiote,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
southeast asian fish sauce,fish sauce,0.7071067811865475
top sirloin roast,roast beef sandwich,0.33333333333333337
emmentaller cheese,"cheese, processed cheese food",0.5773502691896258
bongo java mocha syrup,blueberry syrup,0.35355339059327373
hormel® pepperoni minis,"pepperoni, nfs",0.40824829046386296
black tea,"tea, iced, bottled, black",0.7071067811865475
bacon slices,bacon bits,0.4999999999999999
tamarind pulp,tamarind,0.7071067811865475
pie crust sheet,"pie, apple, two crust",0.5773502691896258
raw broccoli florets,"broccoli, raw",0.8164965809277259
classic pound cake,"cake, pound, chocolate",0.6666666666666667
sugared pecans,"sugared pecans, sugar and egg white coating",0.5345224838248487
romaine and leaf lettuce,"romaine lettuce, raw",0.5773502691896258
pippin apples,"apples, baby food, toddler",0.35355339059327373
cherry heirloom tomatoes,"crisp, cherry",0.40824829046386296
moet & chandon,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
perfect chocolate truffles,truffles,0.5773502691896258
lamb loin,"lamb, loin chop, cooked, lean only eaten",0.5345224838248487
split top hot dog roll,"roll, multigrain, hot dog bun",0.5999999999999999
cynar liqueur,cordial or liqueur,0.40824829046386296
canola-olive oil blend,canola oil,0.7071067811865475
aromatic herbs,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
arugula salsa verde,"salsa verde or salsa, green",0.6546536707079772
tangy corn relish,"relish, corn",0.8164965809277259
navel orange segments,orange blossom,0.40824829046386296
from 2 tomatoes,"double hamburger, from fast food, 2 small patties",0.40824829046386296
belgian wheat beer,beer,0.5773502691896258
colby-monterey jack cheese,"cheese, colby jack",0.8660254037844387
carrot reduction,"muffin, carrot",0.4999999999999999
whole wheat english muffins,"muffin, english, whole wheat",0.75
emmentaler,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
apples,"apples, baby food, toddler",0.5
kettle chips,multigrain chips (sun chips),0.5773502691896258
ginger snaps,"ginger root, pickled",0.40824829046386296
ocean spray,"ocean perch, raw",0.40824829046386296
spoonable ice cream,"ice cream, nfs",0.6666666666666667
nacho cheese,"tortilla chips, nacho cheese flavor (doritos)",0.5773502691896258
stale white bread cubes,"bread, white",0.7071067811865475
indian flatbread,"naan, indian flatbread",0.8164965809277259
black bean blend,black bean salad,0.6666666666666667
part-skim mozzarella cheese,"cheese, mozzarella, part skim",1.0
hoagie roll,"roll, white, hoagie, submarine",0.7071067811865475
yolk,"egg, yolk only, raw",0.5
lemon butter sauce,lemon-butter sauce,1.0000000000000002
peels and juice,"tomato and vegetable juice, 100%",0.5163977794943222
cassis liqueur,cordial or liqueur,0.40824829046386296
vidalia or,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.4866642633922875
"""rajun cajun onion rings""",fried onion rings,0.5773502691896258
gherkins,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
from about 3 lemons,"lentils, from canned",0.2886751345948129
vanilla nonfat yogurt,"frozen yogurt, vanilla",0.6666666666666667
chocolate cake crumbs,"cake, pound, chocolate",0.6666666666666667
guava barbeque sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
chicken bouillon cube,"chicken, chicken roll, roasted",0.47140452079103173
mango puree,mango nectar,0.4999999999999999
carpano antica,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
from freshly toasted seeds,mixed seeds,0.35355339059327373
zuchinni,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
watercress leaves,"watercress, raw",0.4999999999999999
mushroom and onions,sausage and rice with mushroom sauce,0.47140452079103173
salferino,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
squid tentacles,"squid, pickled",0.4999999999999999
pumpkin sage gravy,"muffin, pumpkin",0.40824829046386296
raw sugar,sugar substitute and sugar blend,0.5345224838248487
barbecue rub,barbecue sauce,0.4999999999999999
spanish rose wine,"wine, table, rose",0.6666666666666667
merguez sausage,pickled sausage,0.4999999999999999
rosso bruno tomatoes,"tomatoes, scalloped",0.40824829046386296
apricot halves,apricot nectar,0.4999999999999999
amaretti cookies,"cookies, puerto rican style",0.35355339059327373
light rum,rum,0.7071067811865475
golden yellow cake mix,"cake, fruit cake, light or dark, holiday type cake",0.3872983346207417
frozen fruit,"fruit mixture, frozen",0.8164965809277259
canola or peanut oil,canola oil,0.7071067811865475
cantal cheese,"cheese, processed cheese food",0.5773502691896258
stout beer,beer,0.7071067811865475
partridge,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
red tomatoes,"tomatoes, scalloped",0.4999999999999999
asian sweet red chili sauce,tomato chili sauce,0.5163977794943222
filo shells,"stuffed shells, cheese-filled, no sauce",0.2886751345948129
bonbons,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
whole grain bread,"bread, whole grain white",0.8660254037844387
orange and black food color paste,"black beans and rice, from fast food / restaurant",0.43301270189221935
mexican chili powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
spanish style tomato sauce,tomato chili sauce,0.5773502691896258
icing,"icing, white",0.7071067811865475
all-butter puff pastry,"pastry, puff",0.7071067811865475
red chile flakes,"sangria, red",0.40824829046386296
soft taco shells,soft taco with fish,0.5773502691896258
aged soy sauce,soy sauce,0.8164965809277259
mint,mint julep,0.7071067811865475
mount gay rum,rum,0.5773502691896258
honey bourbon,honey,0.7071067811865475
whole grain breadcrumbs,"muffin, whole grain",0.6666666666666667
deli corned beef,corned beef patty,0.6666666666666667
canchita,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
calabrian chili paste,guava paste,0.40824829046386296
fatty country ham,"ham, prosciutto",0.40824829046386296
chipotle chilies in adobo,"adobo, with noodles",0.2886751345948129
wild salmon fillets,"salmon, smoked",0.40824829046386296
japanese rice,rice croquette,0.4999999999999999
master ganache,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
moorea pineapple,"pineapple, frozen",0.4999999999999999
camomile tea,"cookie, tea, japanese",0.40824829046386296
country ribs,"goat ribs, cooked",0.40824829046386296
nutella,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
club rolls,pizza rolls,0.4999999999999999
saltpeter,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
piloncillo,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
peper,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
matzo farfel,"crackers, matzo",0.4999999999999999
basil chicken,"chicken, chicken roll, roasted",0.5773502691896258
blackpepper,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
hot pepper sauces,"pepper, hot, pickled",0.6666666666666667
thai soy sauce,soy sauce,0.8164965809277259
round italian bread,"bread, italian, grecian, armenian",0.5773502691896258
plum tomatoes in juice,"fruit juice blend, 100% juice",0.3779644730092272
pepperoni,"pepperoni, nfs",0.7071067811865475
kumamoto,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
bread cubes,"bread, zucchini",0.4999999999999999
the flying biscuit cashew relish,marie biscuit,0.31622776601683794
canned pumpkin pie puree,"pie, pumpkin",0.7071067811865475
porcinis,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
hot pepper paste,"pepper, hot, pickled",0.6666666666666667
tomato basil tortilla wraps,"tortilla, flour",0.35355339059327373
celebration slaw,broccoli slaw salad,0.40824829046386296
prickly pear cactus puree,"cactus, raw",0.35355339059327373
greek peach yogurt,"yogurt, greek, with oats",0.5773502691896258
piloncillo cone,"frozen yogurt cone, vanilla, waffle cone",0.4999999999999999
chile pepper flakes,pepper steak,0.40824829046386296
loaf black bread,"bread, black",0.8164965809277259
mahi mahi fillets,"lamb chop, ns as to cut, cooked, lean only eaten",0.0
